PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
oLNB3,2b1q1k1/p5pp/5p2/5N2/2p1r3/2P2QP1/P4PP1/5RK1 b - - 1 27,e8e5 f5d6 e5d6 f3e4,1806,75,66,90,advantage deflection endgame short,https://lichess.org/OJP2qaNN/black#54,
NpQpF,r1bqk2r/ppp1n3/2n3pp/8/4N2Q/2P5/P4PPP/R1B1R1K1 b - - 0 14,e8f7 c1h6 e7d5 e4g5,2556,105,90,525,advantage opening short,https://lichess.org/PoW3u8eJ/black#28,Scotch_Game Scotch_Game_Scotch_Gambit
ink1g,8/pb4k1/2qpp1r1/2p5/1pP5/1P1Q1RbP/P5P1/5RK1 w - - 0 34,f3g3 c6g2 g3g2 g6g2,1550,86,100,126,crushing endgame master sacrifice short xRayAttack,https://lichess.org/rc2RgXTX#67,
ggcfC,r2q2k1/p4rb1/2pp3p/2p1p3/2P1N1Q1/1P6/PB1PPP2/2KR4 b - - 1 17,d8d7 e4f6 f7f6 g4d7,1023,78,99,725,crushing deflection master middlegame pin short,https://lichess.org/FOVxztKV/black#34,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Spike_Variation
tRRN5,2r3k1/1p1n1r1p/1p2N1p1/4q1N1/4P3/RQ1P3P/5PP1/6K1 w - - 7 33,g5f7 c8c1 b3d1 c1d1,1079,75,85,225,mate mateIn2 middlegame short,https://lichess.org/PrDUNrCw#65,
CuEFA,r1bq1rk1/ppp2pp1/1b1p1n1p/8/2BnP2B/2NN4/PPP2PPP/R2Q1RK1 b - - 1 10,c8g4 h4f6 g4d1 f6d8,1500,78,93,2566,advantage master middlegame short,https://lichess.org/fnPfQSjI/black#20,Italian_Game Italian_Game_Deutz_Gambit
Pxw2o,8/p3k1p1/1p4R1/1P2Ppp1/1K3P2/P7/6r1/8 b - - 3 35,g2g3 g6g7 e7e6 g7g6 e6d5 g6d6 d5e4 e5e6,2373,82,88,286,advantage endgame exposedKing master rookEndgame veryLong,https://lichess.org/QuslBGHW/black#70,
VNTu4,8/5kp1/2p2p2/1n1p1N1P/1p1P2P1/1P2K3/2P5/8 b - - 5 36,g7g6 h5g6 f7g6 f5e7 g6g5 e7c6,1745,80,94,7000,attraction crushing endgame knightEndgame long,https://lichess.org/OcveIurn/black#72,
zEbno,2kr1b1r/ppq2pp1/2p1pnp1/2Pp4/3P4/2N1P3/PP3PPP/R1BQ1RK1 w - - 4 12,b2b4 c7h2,628,118,96,947,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/PklZamXZ#23,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
ghczU,3r2k1/1Q3p1p/4b1p1/R3p3/2r1P3/2P1bP2/1BR3PP/7K w - - 5 44,g2g3 d8d1 h1g2 d1g1,1003,78,95,273,mate mateIn2 middlegame operaMate pillsburysMate short,https://lichess.org/bmbqZOp1#87,
MNmwE,8/p1r3k1/1p4p1/3b4/2PNp1rp/1P2R3/P5P1/4R1K1 b - - 0 35,d5a8 d4e6 g7f6 e6c7,745,104,79,212,crushing endgame fork short,https://lichess.org/2qLpBgJ3/black#70,
tuiBZ,r5k1/1pq2pp1/p6p/3p4/6n1/2PnP3/PPBN2P1/R2QR1K1 w - - 2 20,c2d3 c7h2 g1f1 h2h1 f1e2 h1g2,1171,78,87,1304,deflection epauletteMate kingsideAttack long mate mateIn3 middlegame,https://lichess.org/Y85onkYe#39,
Z8UZr,r1bqk1nr/3n1pbp/2p1p1p1/ppN5/3P4/2PB4/PP2NQPP/R1B2RK1 b kq - 7 14,d7c5 f2f7,1445,206,38,20,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/yC9ehrj1/black#28,Modern_Defense Modern_Defense_Other_variations
5a64m,8/7p/5pp1/8/1pk1PP1P/8/P1K5/8 w - - 0 34,e4e5 f6e5 f4e5 c4c5,2780,102,86,107,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/RKHcyBoG#67,
kpDGR,r7/2q2pk1/b3p1p1/R1bpP2p/2p2P1P/2P2NP1/1PQ1B1K1/8 w - - 1 31,c2a4 a6b5 a5a8 b5a4,1438,77,94,2544,crushing middlegame short,https://lichess.org/J1e3xSID#61,
VUZNu,8/5p1k/p2q1bpp/1p2p3/1P1PQ3/P7/1BR2PPP/6K1 w - - 0 33,d4e5 d6d1 e4e1 d1e1,656,84,83,106,endgame mate mateIn2 short,https://lichess.org/iR7grfLT#65,
DELuu,4r1k1/1p6/p2p2p1/3Pb2p/2R1p3/2P4P/1P1Q1PP1/4qNK1 b - - 1 30,e5h2 g1h2 e1d2 f1d2 e4e3 f2e3,1037,106,93,1617,crushing endgame hangingPiece long master masterVsMaster,https://lichess.org/Dw9adLbi/black#60,
LJEYW,3r1r1k/2p2qpp/1p6/p7/2R5/1P5Q/P4PPP/5RK1 w - - 2 27,c4h4 f7f2 f1f2 d8d1 f2f1 d1f1,1178,79,20,281,endgame long mate mateIn3 sacrifice,https://lichess.org/2nlJlyHW#53,
D7dpo,3r1r1k/pp1R4/5PB1/6P1/5P1p/1PB3bP/PKP5/8 b - - 0 32,d8d7 f6f7 d7d4 c3d4,714,80,86,223,advancedPawn discoveredAttack discoveredCheck endgame mate mateIn2 short,https://lichess.org/sez9FfPQ/black#64,
GNErO,3k4/1p1n4/1r2ppNQ/3pP3/p1pP4/2P5/1P1R1P2/qNK5 w - - 1 28,e5f6 a4a3 f6f7 a3b2 d2b2 a1b2,1594,74,98,3129,advancedPawn crushing long middlegame queensideAttack,https://lichess.org/GdB5w3Jz#55,
MFSqF,6k1/1b1rbppp/p1p1p3/2P5/N7/1P2QB2/P2q1PPP/R5K1 w - - 1 20,a1d1 d2d1 f3d1 d7d1 e3e1 d1e1,860,95,100,51,backRankMate long mate mateIn3 middlegame,https://lichess.org/45kOpuDC#39,
ewVEy,2r2Q1k/6pp/2p4q/1p1bN3/pP1Pp3/P1P1P2P/6P1/5RK1 b - - 5 37,c8f8 f1f8 d5g8 e5f7,1074,80,90,397,endgame kingsideAttack mate mateIn2 short smotheredMate,https://lichess.org/2IV3FdCs/black#74,
GBWsz,rnb1kbnr/ppp1pppp/2q5/8/8/B1N5/P1PP1PPP/R2QKBNR b KQkq - 5 7,c8f5 f1b5 a7a6 b5c6,1056,88,93,1048,crushing opening pin short,https://lichess.org/VIfs8weO/black#14,Scandinavian_Defense Scandinavian_Defense_Main_Line
QHucw,8/1p2k2p/p5pN/5r2/P2P4/8/1P1B2PK/8 w - - 0 32,d2c3 f5h5 h2g3 h5h6,931,93,83,186,advantage endgame fork short,https://lichess.org/fKeP0leU#63,
RiO9c,6k1/p1pB1p1p/1r2b1p1/2q1P3/Q7/1P2p3/P1P2PPP/3R2K1 w - - 0 22,f2e3 b6b4 a4b4 c5b4,2296,76,92,1176,advantage endgame pin short,https://lichess.org/WK4r4e98#43,
fDJ7r,r1b3k1/pp3p2/3p2pQ/q1pP3p/1n4rP/2N5/PP4P1/1KNR1B1R w - - 2 18,h6e3 c8f5 f1d3 b4d3 c1d3 c5c4,1953,78,89,152,crushing long middlegame,https://lichess.org/WrXytSwt#35,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
3Szt1,r1b2rk1/1nb3p1/2p4p/2P4N/NP2pp2/3q4/1B1P1PPP/R2QR1K1 w - - 0 24,d1e2 d3e2 e1e2 c8g4 e2e4 g4h5,1869,75,88,128,advantage fork long middlegame,https://lichess.org/ytS4Z4a9#47,
h1DaK,8/4n3/p2PPk2/4R3/2P3p1/2r2p2/P6R/7K w - - 0 44,d6e7 c3c1 e5e1 c1e1,1378,98,82,52,endgame mate mateIn2 rookEndgame short,https://lichess.org/x03OEEbJ#87,
zyC0R,3r2k1/2R2p1p/p3r1pP/3RP3/P4Pb1/B7/8/6K1 b - - 0 28,d8d5 c7c8 d5d8 c8d8 e6e8 d8e8,558,108,76,195,endgame long mate mateIn3,https://lichess.org/pjzTMBf2/black#56,
od17H,7R/8/2P1kn2/1P1p2K1/3P2p1/5rBp/8/8 b - - 4 46,f3g3 b5b6 f6e4 g5f4,2652,90,85,342,crushing defensiveMove endgame master short,https://lichess.org/kVygvsXI/black#92,
kd2mn,rn4k1/pp1b1p2/1b2pBp1/3pN2r/1P1P3P/P1qBPQ2/5P2/R4K1R b - - 1 19,c3a1 f1g2 a1h1 g2h1,1060,76,95,926,crushing defensiveMove middlegame short,https://lichess.org/uJAIqA3w/black#38,Slav_Defense Slav_Defense_Exchange_Variation
6FaNV,k2r4/1p6/p1p5/8/4PQP1/8/PPq5/KR6 w - - 3 36,g4g5 d8d1 f4f8 a8a7 f8c5 c2c5,1506,77,95,18886,crushing endgame long,https://lichess.org/FYNns4Rb#71,
JqUCt,r2q1nk1/pbp1b1pp/1p1pP3/5p2/1PPN4/P1N1P3/1B2Br1P/R2Q1R1K w - - 0 17,h1g1 f2g2 g1h1 g2e2 c3d5 e2b2,2090,84,91,45,advantage discoveredAttack kingsideAttack long middlegame,https://lichess.org/X6WWtZWO#33,Zukertort_Opening Zukertort_Opening_Queenside_Fianchetto_Variation
CwKkN,7k/2p3pp/5pN1/2B1p3/4q1Q1/3r3P/5RPK/r7 b - - 0 32,e4g6 g4c8 d3d8 c8d8 g6e8 d8e8,804,78,99,751,backRankMate endgame long mate mateIn3,https://lichess.org/8XHEqGRP/black#64,
5njGM,2r3k1/4q2p/1P2P1p1/5p2/5P2/1Q4P1/3r2BP/1R3K2 b - - 0 34,c8c2 b3c2 d2c2 b6b7 e7e6 b7b8q,1923,81,92,1081,advancedPawn advantage endgame long promotion sacrifice,https://lichess.org/zlOeH1Vh/black#68,
EHvXs,6r1/2p4k/1p6/pP2N2p/P1PPbn2/B7/5P1P/4R1K1 w - - 4 34,g1f1 e4g2 f1g1 f4h3,1910,81,83,68,endgame mate mateIn2 short,https://lichess.org/dwwYKPu2#67,
o4q9i,5Rk1/5pp1/p1r4p/1p2P3/2q2P2/P1N4P/1P1Q2PK/8 b - - 0 36,g8f8 d2d8,674,102,76,118,endgame mate mateIn1 oneMove,https://lichess.org/rwd7DbpE/black#72,
xAejo,4r3/pkp5/1pqpQ3/5n2/8/P1N5/1PP2R1P/6K1 w - - 3 30,e6d5 e8e1 f2f1 e1f1 g1f1 f5e3,1557,78,97,21444,attraction crushing endgame long,https://lichess.org/uIUgvu35#59,
wE3Fc,8/8/5p1p/4kPp1/6P1/3K2P1/8/8 b - - 11 46,h6h5 g4h5 e5f5 g3g4,1676,75,88,176,crushing endgame master pawnEndgame short,https://lichess.org/TCMJkJUr/black#92,
FXcYF,3rn1k1/p2r1p1p/1pRp2p1/3Pp3/4P3/q3NQP1/5P1P/2R3K1 b - - 1 27,g8g7 e3f5 g6f5 f3a3,1361,76,95,1656,advantage discoveredAttack middlegame short,https://lichess.org/9H7wtlq0/black#54,
O4GE0,2kr4/1pp1bppp/1p6/2n1P2q/2B2B2/5P2/PPP1QK1P/7R w - - 5 23,h1d1 d8d1 e2d1 h5h4,2159,97,71,26,crushing middlegame short,https://lichess.org/X9mv8XEg#45,
crJvc,r2qkbnr/pp1n2pp/2p1pp2/5b2/3PNB2/6P1/PPP2PBP/R2QK1NR b KQkq - 1 8,g8e7 e4d6,1179,75,97,1798,mate mateIn1 oneMove opening,https://lichess.org/1yduO7qw/black#16,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
UFZOx,r1b1kb1r/pp1n1Qp1/1qn1p2p/3pP1N1/3p4/2PB4/PP3PPP/RNB2RK1 b kq - 0 10,e8d8 g5e6,875,95,96,472,cornerMate mate mateIn1 oneMove opening,https://lichess.org/krx4EuVc/black#20,French_Defense French_Defense_Schlechter_Variation
ThtLK,6rk/3q3p/4R1B1/2bP3Q/1p4P1/7P/6K1/8 w - - 1 37,g6f5 d7d5 g2g3 d5b3 g3f4 b3c4,2065,115,79,28,crushing endgame long,https://lichess.org/luVSjuqY#73,
Zc8ir,8/4k3/2K1p2p/6p1/6P1/5P1P/8/8 w - - 10 55,c6c7 e6e5 c7c6 e5e4 f3e4 e7e6,2376,113,67,19,crushing defensiveMove endgame long master pawnEndgame quietMove,https://lichess.org/zwhQPhqF#109,
2WYK3,2r2rk1/pb1qbppp/1pn1p3/3p4/4n3/PPN1PNP1/1BP2PBP/1R1Q1RK1 b - - 2 14,e7f6 c3e4 f6b2 b1b2,1253,76,94,1163,crushing middlegame short,https://lichess.org/EUCfofGk/black#28,Indian_Defense Indian_Defense_Other_variations
K8O8i,8/4R3/7p/p2rk1pr/3p4/3R4/PP2KP2/8 b - - 1 39,e5f4 d3f3 f4g4 e7e4,1457,79,92,2827,endgame mate mateIn2 rookEndgame short,https://lichess.org/JyzWWMGA/black#78,
skpAw,r3kb1r/1p2pp1p/p2p4/2p1N1P1/6bP/N1PPB3/PP2QR2/R3K2q w Qkq - 1 18,f2f1 h1h4 e2f2 h4f2 f1f2 d6e5,1665,75,87,345,advantage attackingF2F7 exposedKing long middlegame,https://lichess.org/cvClFOey#35,Sicilian_Defense Sicilian_Defense_Other_variations
tFImx,2kr3r/1p1q1p1p/p2bp3/2p1np2/2N4Q/1P2P3/P1BP1PPP/R3K2R b KQ - 0 15,b7b5 c4b6 c8b7 b6d7,1064,98,91,232,crushing fork middlegame short,https://lichess.org/mIFOFsCZ/black#30,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Indian_Variation
iopxx,6k1/p2b1r1p/n2P2p1/8/2Q2p1B/P7/3q2PP/4R2K b - - 1 39,g6g5 e1e7 d2d1 h4e1 d1e1 e7e1,1952,76,87,797,crushing defensiveMove long middlegame,https://lichess.org/P9gNIm8I/black#78,
5Wk5e,8/6pk/p3Q2p/1p4q1/1P4P1/P1n1NP2/3p1K1P/8 w - - 0 39,e6d6 g5e3 f2e3 d2d1q d6d1 c3d1,1829,76,86,44,advancedPawn crushing endgame long promotion,https://lichess.org/QxCL9xWE#77,
p84z1,8/5k2/3p1pNr/npp4P/4P2P/2P1n3/1P4P1/rBKR1R2 w - - 9 40,g6f4 a5b3,1001,79,64,158,mate mateIn1 middlegame oneMove,https://lichess.org/xWHhq9ez#79,
Osrgv,4k3/4P3/pp1K2p1/3B1p1p/bP5P/P5P1/8/8 w - - 0 47,d5c6 a4c6 d6c6 e8e7 c6b6 g6g5,2018,90,79,25,advantage bishopEndgame endgame long,https://lichess.org/nbe1joZW#93,
oFPEr,r1b2rk1/pp1nq2p/6B1/8/3P4/4Pp1Q/PP3P1P/2KR2R1 b - - 0 19,h7g6 g1g6 g8f7 h3g4 f7e8 g6e6,2379,99,50,28,advantage kingsideAttack long middlegame pin,https://lichess.org/z2QvfkYU/black#38,Queens_Pawn_Game Queens_Pawn_Game_Mason_Variation
LGUZc,3R4/pr4kp/2Q1bq2/8/4r3/P3PpP1/1P3P2/4R1K1 b - - 5 32,f6d8 c6b7 e6f7 b7e4,1169,78,86,159,crushing endgame fork hangingPiece short,https://lichess.org/MgZSeH13/black#64,
NHAgx,r4rk1/pb2qpp1/4p2p/3pP1P1/5PQB/2P1P3/P1Bn3P/R4RK1 b - - 2 21,d2f1 g5h6 f7f5 e5f6,1975,93,85,46,crushing enPassant middlegame pin short,https://lichess.org/91jCsFYJ/black#42,
4cOU3,8/8/6pp/1K6/5k2/7P/P7/8 b - - 0 50,f4g3 a2a4 g3h3 a4a5 g6g5 a5a6 g5g4 a6a7 g4g3 a7a8q,1074,76,73,140,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/7iS20B7s/black#100,
yPlAk,r1q2rk1/2p2p1p/p1n3p1/3pPb2/1p6/2PQPN2/PPB2P1P/RN3RK1 w - - 0 16,d3d1 f5c2 d1c2 c8g4 g1h1 g4f3,2022,76,92,730,advantage clearance fork long middlegame,https://lichess.org/bH2JXv3D#31,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
JpEhi,r2qr1k1/pb1pbppp/1pn1pn2/6N1/3P1B2/2PB3P/PPQN1PP1/R3K2R b KQ - 2 11,f6h5 d3h7 g8f8 g5f7 h5f4 f7d8,1953,75,94,3551,advantage kingsideAttack long middlegame,https://lichess.org/uQdUoJGn/black#22,Indian_Defense Indian_Defense_London_System
HWyh4,6k1/p4ppp/5p2/1P2r3/5q2/3Q2PP/P4P1K/n1R5 b - - 0 29,f4c1 d3d8 e5e8 d8e8,454,106,94,801,endgame mate mateIn2 short,https://lichess.org/abtw0R5O/black#58,
HdGOn,8/1p3k2/8/pPpPp3/2P1Pp1q/5P2/1P2K1R1/5B2 b - - 7 43,h4h3 g2g7 f7g7 f1h3,1062,168,38,8,crushing discoveredAttack endgame master short,https://lichess.org/KRnMTid1/black#86,
MAZoE,r5k1/3b1pp1/p1q5/1p2B1Q1/2pP3P/2P5/5PP1/R5K1 b - - 4 27,f7f6 e5f6 c6f6 g5d5 g8h7 d5a8,1671,76,95,14672,clearance crushing endgame fork long pin sacrifice,https://lichess.org/DSVLLiot/black#54,
WEXrl,r5k1/5pp1/4p2p/1N6/4B3/2p1PK2/5PPP/8 w - - 0 36,e4a8 c3c2 a8e4 c2c1q,725,95,93,123,advancedPawn advantage endgame master promotion short,https://lichess.org/LVU1f1vc#71,
q0H4P,1r3r2/2p3k1/2P4R/pP4p1/P4qP1/1Q5P/6K1/4R3 w - - 1 33,h6e6 f4f2 g2h1 f8f3 e6e7 g7f8 b3e3 f3e3,1936,78,90,197,advantage clearance endgame veryLong,https://lichess.org/znPOGmQf#65,
sPIwu,3q1rk1/p4ppp/1p2b3/3p4/1PrR4/6P1/P2QPPBP/R5K1 w - - 1 22,g2d5 c4d4 d2d4 d8d5 d4d5 e6d5,1611,77,93,2210,crushing intermezzo long middlegame,https://lichess.org/gqoWMpuB#43,
ugEPl,2q2k1r/p1pbbppp/6r1/2p1P3/4Q3/2B5/PPPN1PPP/3R1RK1 w - - 9 19,f1e1 d7c6 e4c6 g6c6,1828,75,96,2139,crushing middlegame short,https://lichess.org/tGccOjSC#37,Scotch_Game Scotch_Game_Scotch_Gambit
s0X0L,2r2k2/5p1R/2r3p1/p3p1q1/4P3/1PP5/P4R2/K6Q b - - 9 39,c6c3 h7f7 f8g8 h1h7,1886,81,89,136,endgame mate mateIn2 short triangleMate,https://lichess.org/E70NOjA1/black#78,
OD3As,6k1/5p2/p2p2pQ/1ppR3p/7q/2P2P2/P1P2KPP/8 w - - 1 32,f2e3 h4e1 e3d3 c5c4 d3d4 e1d1,2177,81,88,1254,advantage endgame long,https://lichess.org/3xPyyWhO#63,
dFK4p,2R3k1/p2nq1b1/1p2p1Qp/4P3/1P1P4/P2Br3/7P/6K1 b - - 2 28,d7f8 g6h7 g8f7 d3g6 f8g6 h7g8,1789,78,93,2375,exposedKing long mate mateIn3 middlegame pin sacrifice,https://lichess.org/hZmP8dS3/black#56,
LQWvx,6k1/4pp2/3p2pQ/3q4/2pPb2R/2B4P/P5r1/4K3 b - - 7 34,f7f6 h6h8 g8f7 h4h7 f7e6 h8c8,2033,83,92,721,endgame exposedKing long master mate mateIn3,https://lichess.org/vXaK3E9y/black#68,
PAiL0,6k1/5pp1/2p5/1pPpPqPp/pP1B3P/P3QPK1/8/5b2 w - - 7 40,e3f4 f5h3 g3f2 h3g2 f2e1 g2e2,1079,84,93,167,endgame long mate mateIn3,https://lichess.org/7duzqny2#79,
yJSow,8/7R/p1p4P/1p2Bp2/1Pk2P2/P7/1K5r/8 w - - 1 36,b2a1 c4b3 h7g7 h2h1 g7g1 h1g1,1474,76,83,1195,endgame exposedKing long mate mateIn3,https://lichess.org/Baod9aTm#71,
Hnz2a,r4rk1/1q3pb1/p1p2np1/1p1pB1N1/8/P4R2/1PP3PP/R3Q2K b - - 1 21,a8e8 f3f6 e8e5 e1e5 g7f6 e5f6,2317,77,93,892,advantage long middlegame,https://lichess.org/1JaZjeOl/black#42,
9LZYO,8/8/4k3/4Bppp/3K4/4p3/7P/8 w - - 0 63,e5g3 f5f4 g3e1 e6f5,1730,75,92,515,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/Mtj1ztok#125,
19cfi,r5k1/ppQ2ppp/4R3/8/3r4/8/PP1q2PP/5R1K b - - 0 22,f7e6 c7f7 g8h8 f7f8 a8f8 f1f8,962,78,90,119,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/fYNPpLnQ/black#44,
R2i1d,2r2rk1/1q4pp/p1R1p3/1p1pPn2/3P4/8/PP1QBPPP/2R3K1 w - - 1 24,c6e6 c8c1 d2c1 f5d4 c1d2 d4e6,1510,75,89,315,crushing fork long middlegame,https://lichess.org/xeUthTVU#47,
kMwWj,r2k1b1r/pp2nQp1/4p2p/1PB1Np2/3P1P2/1q6/6PP/5RK1 b - - 3 22,b7b6 c5e7 f8e7 e5c6,1664,83,88,43,crushing middlegame short,https://lichess.org/3c8j9xAn/black#44,
88wim,r3k3/5p1p/p3p3/1p1b4/8/6P1/PP2QP1r/2R2K2 w q - 1 25,c1c7 h2h1,814,83,87,514,endgame mate mateIn1 oneMove pillsburysMate,https://lichess.org/Y8UkOEvC#49,
IJ7dV,8/2R1nppk/Q2p3p/8/P1Nbr3/6P1/2P1rPKP/8 w - - 1 27,c4d6 e2f2 g2h3 e4e2 a6e2 f2e2,2234,75,79,102,crushing long middlegame,https://lichess.org/LnQHYaXC#53,
f92kl,1Nb1k2r/5pbp/1p1Rp3/4Pp2/5P2/8/PPP3PP/2K5 b - - 2 26,e8e7 b8c6 e7f8 d6d8,1109,76,100,342,endgame mate mateIn2 short,https://lichess.org/LeXAznVU/black#52,
haHqX,8/4k1p1/1p1Rpb1p/p7/4p3/1P4PP/P4KP1/8 w - - 3 36,d6b6 f6d4 f2e2 d4b6,814,89,64,60,crushing endgame fork short,https://lichess.org/zQIOfCOJ#71,
Ne54r,r1b1kb1r/2p2ppp/p1P5/4R3/p1q5/8/PP3PPP/R1BQ2K1 b kq - 0 14,c8e6 d1d7,1492,82,86,748,mate mateIn1 middlegame oneMove pin,https://lichess.org/ysDyYMlL/black#28,Nimzowitsch_Defense Nimzowitsch_Defense_Mikenas_Variation
Fkl4w,4rr1k/pp3pRp/8/5N2/8/2P3Q1/qP4PP/5b1K b - - 2 21,f1d3 g7h7 h8h7 g3g7,1551,75,81,161,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/LenOQ5gX/black#42,
H0nYq,8/8/2p5/2K2k1p/2B1p1bP/4P3/8/8 w - - 11 46,c5c6 g4f3 c6d5 f5g4 d5e5 g4h4,1722,74,100,280,bishopEndgame crushing endgame long quietMove,https://lichess.org/7K0dmtX7#91,
3SDje,4k3/R7/4N1p1/1K2bp1p/4n2P/2r5/4B3/8 b - - 17 48,g6g5 e2h5,1570,82,89,1033,endgame mate mateIn1 oneMove,https://lichess.org/P2euKP3l/black#96,
YmnAd,5r2/p5p1/5qk1/2p1r1p1/3p4/6P1/PPP1Q1P1/4R1K1 w - - 0 38,e2e5 f6f2 g1h2 f8h8,1128,78,95,7664,endgame mate mateIn2 short,https://lichess.org/LJ5R0GB2#75,
eE78P,6k1/q4ppp/2b1p3/r2pP1P1/2p1BP2/1pP1P2R/rP4P1/1R1QK3 b - - 0 28,d5e4 d1d8 c6e8 d8e8,802,87,70,203,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/dLIY4spw/black#56,
ThRhf,2kr4/pp3ppp/8/2b1p3/P7/2P5/5nPP/RN3RK1 w - - 0 18,f1f2 d8d1,848,78,100,126,endgame mate mateIn1 oneMove pin,https://lichess.org/RNYiBoFg#35,Sicilian_Defense Sicilian_Defense_Alapin_Variation
fCEFH,r1bq1r1k/1p2npb1/p3pNpB/2p5/2Pp1Q2/8/PPP1NPPP/2KR3R b - - 0 15,g7h6 f4h6,523,93,100,398,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Z97imv8Z/black#30,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
SczW1,4r2k/pp1q1p1p/5pr1/3Pb3/2P5/PP4P1/4RPKP/3QR3 b - - 8 28,g6h6 f2f4 e8g8 f4e5,1754,75,94,6999,advantage middlegame short,https://lichess.org/7GqJM1RR/black#56,
sUjtA,8/3P4/5b2/5P1K/4B2p/1pk5/8/8 b - - 2 68,h4h3 h5g6 f6d8 f5f6 b3b2 f6f7,1593,77,93,10828,advancedPawn bishopEndgame crushing endgame long,https://lichess.org/CtCZz0cD/black#136,
S9XTo,8/8/4K3/1k6/pn3PBp/7P/8/8 w - - 0 47,g4d1 a4a3 d1b3 b4d3,2047,77,86,180,crushing endgame master short,https://lichess.org/kcB6kIqm#93,
l9C2v,6k1/p4pp1/7p/2pn4/5PP1/P3P2P/5K2/3B4 b - - 2 31,f7f6 d1b3 g8f8 b3d5,813,93,89,1141,crushing endgame pin short,https://lichess.org/E60q50L0/black#62,
ntNZX,r1r3k1/4R1p1/1pq2p2/2n5/2P5/7P/p5P1/B2R1QK1 b - - 1 38,c5b3 d1d7 c6d7 e7d7,1570,74,89,1032,crushing middlegame quietMove short,https://lichess.org/I0Easxg3/black#76,
uHH00,r3r2k/pp4p1/2p2qQp/3p4/4n2R/3B2P1/P1P3PP/R6K w - - 2 22,d3e4 f6a1,1604,81,89,1089,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/ssUc2P6t#43,
7qjDg,2R2n1r/1p2bp1k/4N1p1/p2pP3/P2P1Q1p/7P/5PP1/1qB3K1 b - - 2 25,f8e6 f4h6,2070,79,84,374,master mate mateIn1 middlegame oneMove,https://lichess.org/p9PNImsd/black#50,
0TTB5,rn3rk1/ppp3pp/1q2p3/8/4Q3/1P1BBP2/P1P3PP/b2K3R b - - 3 18,c7c5 e4h7 g8f7 h7h5 f7e7 e3c5,2345,77,91,4981,crushing fork kingsideAttack long middlegame,https://lichess.org/6IWo9lfb/black#36,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
PxbWT,2r2bn1/3k4/r2p1p2/1p1N2p1/2p1P3/P4P1P/1KPR1BP1/3R4 w - - 5 30,d5b6 a6b6 f2b6 c4c3,925,99,94,1612,advantage middlegame sacrifice short,https://lichess.org/IbXXL5eV#59,
QnUSP,r3b1k1/1p5p/3p1BpQ/2q1pp2/2P2P2/1PNn4/1P4PP/5RK1 w - - 4 27,g1h1 d3f2 f1f2 a8a1 c3b1 a1b1 f2f1 b1f1,1921,82,92,4868,backRankMate mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/0CgE2lA6#53,
PWrYH,8/8/2p5/p1Qp3q/1p3R2/1K1k4/PP1r4/8 b - - 13 65,h5e5 f4f3 d3e2 c5f2 e2d1 f2g1 e5e1 f3f1 d2d3 b3a4 e1f1 g1f1,1939,76,93,1808,advantage clearance endgame pin veryLong,https://lichess.org/RCfpDNUb/black#130,
ABePK,rnb3k1/pp3ppp/2p2n2/4q3/2P5/8/PP2BPPP/R2QK2R b KQ - 1 13,e5b2 d1d8 f6e8 d8e8,556,95,48,486,fork mate mateIn2 middlegame short,https://lichess.org/8g0fMsNu/black#26,English_Opening English_Opening_Kings_English_Variation
FovSc,3rr1k1/bbqn1ppp/p1p5/4p3/1P2P3/P1QN1N1P/1B3PP1/2R1R1K1 w - - 11 23,d3e5 d7e5 f3e5 a7d4 c3d4 d8d4,1727,74,95,10750,advantage long middlegame,https://lichess.org/u10jgmSE#45,
xLtRc,2kr3r/pp2qppp/8/5bN1/2P1Nb2/8/PPnBBQPP/R2K3R b - - 0 18,f4d2 f2f5 c8b8 d1c2,2048,76,92,2854,advantage hangingPiece middlegame short,https://lichess.org/aHhhh2AX/black#36,Scandinavian_Defense Scandinavian_Defense_Panov_Transfer
