PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
Gqagv,2k4r/2q5/1p2p2r/2p1p3/Q2pNb2/3P2N1/1PP2P1p/1K5R b - - 1 37,c7b7 e4d6 c8c7 d6b7,841,109,95,1337,crushing fork middlegame short,https://lichess.org/fpsmg3RM/black#74,
yYPUj,r1b2rk1/pp4pp/8/2p3N1/4Q2P/2P1P3/1P3PPR/q1KR4 w - - 2 21,c1c2 f8f2 d1d2 c8f5,2107,77,82,50,advantage master middlegame pin short,https://lichess.org/DjFzPG9I#41,
4Ufrc,2k5/2p5/3p4/p2Pp3/PP5p/2P5/5P1K/8 b - - 2 41,c8b7 h2h3 a5b4 c3b4,2015,77,92,1133,advantage endgame pawnEndgame short,https://lichess.org/hnoD1l7V/black#82,
v05Vp,8/5pk1/1p1p2p1/3Pb3/1P2PNP1/1q3K2/5P2/2Q5 w - - 1 34,c1e3 b3d1 f3g2 d1g4,1705,76,90,1632,crushing deflection endgame short skewer,https://lichess.org/G6hnVLZj#67,
X8uyB,8/1p6/2p5/3p1k2/p2P4/2P1PK2/PP4r1/8 w - - 0 42,f3g2 f5e4 g2f2 e4d3,1072,76,100,100,crushing endgame master pawnEndgame short,https://lichess.org/G63UEPYd#83,
Tc8P6,r2q1rk1/3n3p/p4Pp1/1p1Q1p2/3P4/8/PPP2PP1/2KR3R b - - 0 18,g8h8 h1h7 h8h7 d1h1,1222,77,90,895,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/rchqMiXn/black#36,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
selAm,r4rk1/1pp2pp1/p2p3p/2bPn3/2P1P3/P1N3P1/1P4BK/R1Bb1R2 b - - 1 19,e5g4 h2h3 g4f2 f1f2 c5f2 c3d1,1839,76,96,4988,advantage long middlegame,https://lichess.org/V3iN2zwb/black#38,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation
eVy2V,2kr4/pp2bpp1/4p2p/2p1P3/4NP2/2P1N1P1/PP3R1P/1K2n3 w - - 2 24,e3c4 d8d1,612,81,73,99,endgame master mate mateIn1 oneMove,https://lichess.org/NFLAissV#47,
sVeea,1kr5/1q4pp/1p1p4/3P1n2/RP1Q1P2/8/1K2B2P/8 w - - 1 38,d4e4 b7c7 e4c4 c7c4,2154,81,82,63,crushing endgame master quietMove short,https://lichess.org/f5B3OOrV#75,
LcVzb,3r1rk1/2p1b1p1/p1n2N1p/3qp1N1/3P3P/P2QP3/6P1/R3K2R b KQ - 1 22,e7f6 d3h7,725,101,92,125,mate mateIn1 middlegame oneMove,https://lichess.org/QqyRyIUA/black#44,
3HHoO,7r/1p1k2p1/2pb1q2/3p4/p2P1p2/P1P2N1r/1PQ2PK1/4R2R b - - 3 26,f6h6 c2f5 d7c7 h1h3,1578,75,94,24249,crushing master middlegame short,https://lichess.org/pR60VEQS/black#52,
PTNpv,r7/p1P1b2k/2R3pp/8/6b1/P4N2/5PPP/6K1 b - - 2 34,g4f3 c7c8q a8c8 c6c8,1179,204,82,4,advancedPawn advantage endgame master promotion short,https://lichess.org/JOELzsKY/black#68,
4fDrB,5rk1/2p2p1p/3q2p1/p2PNb2/2B5/P6P/Rr1n1PP1/3QR1K1 b - - 5 21,d2c4 e5c4 b2a2 c4d6,1187,145,67,31,crushing fork middlegame short,https://lichess.org/VP7gsOFZ/black#42,
o6iOG,rnb2rk1/pp2bppp/1qp2B2/3p4/7Q/2NB1N2/PPP2PPP/2KR3R b - - 0 11,e7f6 h4h7,776,85,91,136,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/q5CarHzK/black#22,Bishops_Opening Bishops_Opening_Urusov_Gambit
imeCu,8/p7/1p4p1/6k1/3Q4/3P3b/P1P2R2/4K1q1 w - - 14 47,e1e2 h3g4 e2d2 g1d1 d2c3 d1a1 c3c4 g4e6,1966,77,90,1096,crushing endgame veryLong,https://lichess.org/EMqyYTSA#93,
OtSvF,r2qkbnr/pp3ppp/2n1b3/1Bp1p3/3pP3/P5N1/1PPP1PPP/R1BQK1NR w KQkq - 2 7,d2d3 d8a5 c1d2 a5b5,1169,76,94,3508,crushing fork master opening short,https://lichess.org/4bJeRsD8#13,Scandinavian_Defense Scandinavian_Defense_Other_variations
XoqnL,2r2rk1/1bq2ppB/p2bpn2/np1pN3/3P1P2/1PP1B2R/P1QN2PP/R6K b - - 0 17,f6h7 c2h7,905,77,100,202,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/I5FWvZQj/black#34,Bird_Opening Bird_Opening_Dutch_Variation
IDiBe,r2qkb1r/pp3ppp/2n1p3/6N1/8/1QN5/PP3PPP/3RK2R b Kkq - 1 14,d8g5 b3b7 g5e5 e1f1 a8d8 b7c6,1975,76,88,135,advantage fork long middlegame,https://lichess.org/5U2zjVoH/black#28,Caro-Kann_Defense Caro-Kann_Defense_Panov_Attack
ZsEJr,r2q1rk1/ppp1b1p1/7p/3b1B2/3Pp3/2N1P1P1/PPP4P/R2Q1RK1 w - - 0 16,c3e4 f8f5 f1f5 d5e4,1669,74,88,536,advantage capturingDefender intermezzo middlegame short,https://lichess.org/TaMjRIAg#31,Hungarian_Opening Hungarian_Opening_Other_variations
RAJN9,r2k4/ppp1bBp1/2np3r/5q1p/P3R3/8/1BQ2PPP/2R3K1 w - - 1 21,e4e7 f5c2 e7e8 d8d7 c1c2 a8e8 f7e8 d7e8,1431,97,60,37,advantage discoveredAttack middlegame veryLong,https://lichess.org/48K0EFyt#41,
36wLz,8/pp3Qkp/3P2p1/8/1bq5/5N1P/PP3PP1/6KR b - - 0 25,g7f7 f3e5 f7e6 e5c4,740,78,100,178,crushing endgame fork short,https://lichess.org/CYJgQTWL/black#50,
UptfV,2r3k1/1nrqpp2/1p1p1np1/3P2N1/1P4N1/3Q3P/1b4P1/4RRK1 b - - 3 28,f6g4 f1f7 g4e5 e1e5 c7c1 e5e1 d7f5 f7f5,2710,92,84,183,advantage middlegame veryLong,https://lichess.org/qcxMtGQT/black#56,
pEoDA,2k4r/4b1p1/1pP1n3/2npB3/8/P4NPq/2Q1PPK1/1RR4B w - - 3 28,g2g1 h3h1,910,111,96,649,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/FhSHdgsH#55,
5QiUq,r2q1n1k/p3rp1Q/np2pNp1/2ppP1P1/3P4/2P4R/PP4PP/R1B3K1 b - - 0 22,f8h7 h3h7,843,90,79,107,arabianMate kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Z9qWsL8h/black#44,
3Ffqb,8/1p3r2/1kp5/R2np3/1P2N3/2PP2P1/6KP/8 w - - 3 44,a5a8 d5e3 g2h3 f7h7,872,81,95,418,anastasiaMate endgame mate mateIn2 short,https://lichess.org/G4iDNIEH#87,
Ancje,8/1p4kp/p1pB4/2P5/1b2K1P1/7P/8/8 b - - 0 47,b7b6 d6e5 g7f7 c5b6,1633,78,94,16463,bishopEndgame crushing endgame master short,https://lichess.org/69gPKqQG/black#94,
ysNlk,r4rk1/ppp1Qppp/2b5/8/6q1/2N5/PPP2PPP/R1BR2K1 w - - 1 15,f2f3 c6f3 e7g5 f3d1,1321,119,86,28,advantage middlegame pin short,https://lichess.org/oYpp5KTG#29,Philidor_Defense Philidor_Defense_Exchange_Variation
QLuZJ,4r1k1/5ppp/p7/1pp5/4q3/8/PP3QPP/5R1K b - - 1 27,e4e2 f2f7 g8h8 f7f8 e8f8 f1f8,1062,79,88,119,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/8ZUK13jm/black#54,
MWxeF,b1k5/p1q5/Pp1rp2p/5n1Q/1P6/2P1P2K/7P/R4R2 b - - 3 26,d6d3 h5e8 c7d8 e8e6,1187,77,97,6241,crushing middlegame queensideAttack short,https://lichess.org/XnGEYTHD/black#52,
0mSfV,3r4/4Bpk1/7p/6p1/n2PN3/8/5PPP/6K1 b - - 5 32,d8d4 e7f6 g7g6 f6d4,951,78,63,117,crushing endgame fork short,https://lichess.org/WLT8RXAt/black#64,
rAhfS,r1bR4/p2n3R/1p1k2p1/8/3P4/1P3P2/P2K1P2/8 w - - 0 30,d2d3 c8a6 d3c3 a8d8,984,76,100,286,advantage discoveredAttack endgame short,https://lichess.org/sY0dulMK#59,
s8x72,r4b1r/ppk2pp1/2p2n1p/3p1B2/3P1B2/2P4P/PP3PP1/R3R1K1 b - - 5 16,f8d6 e1e7 c7b6 f4d6,1309,75,94,14691,crushing deflection middlegame pin short,https://lichess.org/l1zFOk4S/black#32,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
0njai,8/1QRr1pkp/p1N1q3/4n1p1/4p3/4P2P/PP3PP1/6K1 w - - 0 30,c6e5 d7d1 g1h2 e6e5 g2g3 e5f5 c7f7 f5f7 b7f7 g7f7,2126,79,81,111,crushing endgame intermezzo veryLong,https://lichess.org/wpyo8zcQ#59,
ARhHC,1r1q2k1/2nnprb1/p2p2QB/2pPP3/2p5/P1N5/1PB3PK/R7 b - - 0 24,d7e5 g6h7 g8f8 h7h8,1615,74,95,15489,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/HkfvC53L/black#48,
6HNG9,4Q3/6pk/5p1p/5P2/1P6/2p3PK/7P/3q4 b - - 9 43,d1h5 e8h5 c3c2 h5g6 h7h8 g6e8,1194,77,78,158,crushing endgame hangingPiece long queenEndgame,https://lichess.org/FZvZbGGf/black#86,
16Gc1,8/8/5k2/4pr2/1R6/4KP2/8/8 b - - 5 55,f5f4 b4f4 e5f4 e3f4,1333,85,79,124,crushing endgame rookEndgame short zugzwang,https://lichess.org/Dok6Bnvm/black#110,
ii8ZA,5rk1/1bp2p1p/1p2qPp1/pP3n2/5BQ1/4P2P/2r1B1P1/R2R2K1 b - - 0 32,e6e4 e2f3 e4e8 f3b7,2027,75,89,205,advantage middlegame short skewer,https://lichess.org/ObSXg0M1/black#64,
7OhNx,6k1/N4p2/5n2/6p1/2P3n1/8/PN2r1PP/R5K1 w - - 5 33,h2h3 g4e3 b2d1 e2e1,1904,73,92,5784,advantage endgame short,https://lichess.org/7mCsJYNX#65,
od5et,r1b4r/p4kp1/2pb1n1p/n3q3/1P2p3/2P5/P2PBPPP/RNBQ1RK1 w - - 1 15,b4a5 e5h2,440,100,79,466,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/1s7DJiKS#29,Italian_Game Italian_Game_Two_Knights_Defense
5Z1fh,8/p7/8/8/8/P5K1/2k5/8 w - - 0 57,g3f2 c2b3 a3a4 b3a4,1323,84,87,912,crushing endgame master pawnEndgame short,https://lichess.org/UUBBI80N#113,
4bwkQ,8/8/4pN2/p2pP1n1/2pP1K1k/PpP5/1P6/8 w - - 7 44,f6e8 g5e4 f4e3 e4c3,2028,74,94,4065,advantage endgame knightEndgame short,https://lichess.org/SjdezUEb#87,
fVX8P,8/6p1/7k/5P2/6K1/3n2P1/4r3/R7 b - - 0 64,e2f2 a1h1 f2h2 h1h2,1337,78,92,2778,endgame mate mateIn2 short,https://lichess.org/zt8boOSM/black#128,
bQswI,5rk1/6p1/2p1p3/3p4/p2P3q/2PN1r2/PP4Q1/R4RK1 b - - 3 34,f3d3 f1f8 g8f8 g2f1 f8e7 f1d3,1587,75,86,122,attraction crushing endgame fork long,https://lichess.org/F9vVZwW5/black#68,
nBLdt,r4rk1/pppR1pp1/7p/PP2b3/2B2q2/1Q6/5P2/1N1R2K1 w - - 4 26,c4f7 f8f7 d7f7 f4f7 b3f7 g8f7,992,82,96,1090,advantage long middlegame,https://lichess.org/aCNPqlVe#51,
ts5Md,q5k1/5pp1/1Q2p2p/3pP3/2b5/r1p1P2P/2B2PP1/1R4K1 b - - 5 36,a3a2 b6b8 a8b8 b1b8,904,82,74,191,endgame mate mateIn2 pillsburysMate short,https://lichess.org/Xl31TGIt/black#72,
Vwttg,8/3r2pk/7p/4P2Q/8/3q1N1P/3b2P1/2R4K w - - 2 39,c1c6 d3b1 f3g1 d2e3 h5g6 b1g6,2430,93,89,109,crushing endgame long,https://lichess.org/U1AL7ctd#77,
23l4I,8/kpq2p2/8/pR1p4/P2P2p1/4P1P1/1Q1K1P2/7r w - - 1 38,b2c3 h1d1 d2d1 c7c3,1156,95,94,1437,crushing deflection endgame master short,https://lichess.org/aSvKCjiN#75,
mcYSm,r3r3/ppp2kpp/1n6/2qP4/2P2n2/5PK1/P1Q1B1PP/B5NR b - - 12 21,c5d6 c2f5 f7g8 f5f4 d6f4 g3f4,1396,76,96,6713,advantage long middlegame,https://lichess.org/NC0ZWI46/black#42,
VoYln,r3r1k1/pp5p/6pP/2Qpq3/1P6/1KPB4/P7/5R2 b - - 4 34,e5e7 c5d5 e7e6 d5e6 e8e6 d3c4,1711,76,94,13382,crushing endgame long pin,https://lichess.org/g6B7qiHB/black#68,
DAyRq,b5r1/1r2kp2/pp1p3p/2pPp3/2P1P2Q/2q5/PR4N1/1R4K1 b - - 1 30,f7f6 b2f2 c3g3 h4f6,2152,83,91,1356,crushing middlegame short,https://lichess.org/RzRsbLHz/black#60,
OpqDh,8/8/1p1pk3/p1p3p1/P1P1K1P1/1P4P1/8/8 w - - 0 43,e4d3 e6e5 d3e3 d6d5 c4d5 e5d5,1255,82,89,1622,crushing endgame long master pawnEndgame zugzwang,https://lichess.org/vBadNWPs#85,
gmIAN,2rQ2k1/5ppp/p7/2q5/2b5/P5P1/4B1P1/3R1K2 b - - 1 28,c8d8 d1d8 c5f8 d8f8 g8f8 e2c4,678,80,100,241,advantage endgame long,https://lichess.org/V6ySrnPT/black#56,
2kTan,2r2rk1/1p1q1ppp/p2bp3/3b4/3P4/1Q2PP2/PP1BB1PP/2R2RK1 w - - 1 19,e2c4 c8c4 c1c4 b7b5,2066,85,66,57,advantage middlegame sacrifice short,https://lichess.org/hrpmkEOy#37,Slav_Defense Slav_Defense_Other_variations
ujT3u,4r2k/p1p4p/2p1q1pN/3pn3/3p3Q/8/PPP3PP/4R1K1 b - - 1 24,c6c5 e1e5 e6e5 h6f7 h8g7 f7e5,1324,80,88,940,attraction crushing endgame fork long sacrifice,https://lichess.org/5uAcIhCo/black#48,
s4oLK,r4r2/1pq3k1/p3bnpN/7p/1b1BP2P/8/P1B1QP2/3R1KR1 w - - 0 28,e2h5 e6h3 g1g2 h3g2,2177,97,90,1147,crushing middlegame short,https://lichess.org/jUtOjWLY#55,
K0JZy,4r2k/p1p3p1/3p4/2nB1pq1/b7/P1Q5/1B3PPP/5R1K b - - 2 26,c5e4 c3h3 g5h6 h3h6,1735,79,92,3038,mate mateIn2 middlegame pin short,https://lichess.org/4h5yBHiP/black#52,
MRY92,r2qk2r/1pp2pp1/p1nbpn1p/1Q1p4/3P1B2/2P1PN1P/PP3PP1/RN2K2R w KQkq - 0 10,b5b7 c6a5 b7a8 d8a8,1343,77,94,7730,crushing middlegame short trappedPiece,https://lichess.org/BhaizTqJ#19,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
gWigS,3q3k/6r1/p2pBp2/1p3Pbp/1P2P3/P6Q/2R5/7K b - - 1 41,h5h4 c2c8 d8c8 e6c8,1003,120,89,31,crushing endgame pin short,https://lichess.org/zoifDNTq/black#82,
8kQly,1r6/3k1p2/2r3p1/pKp1P1Pp/3pR2P/1P1P4/P1R5/8 w - - 12 35,b5a5 c6c7 e4d4 c5d4 c2c7 d7c7,2207,83,90,611,crushing endgame long quietMove rookEndgame,https://lichess.org/oA6mWWSH#69,
JAUeA,r5kb/1b3p1p/4rnp1/p1qp4/Pp3QN1/3B4/NPP2PPP/R3R1K1 b - - 1 21,f6h5 g4h6 g8g7 f4f7,1433,142,83,8,advantage kingsideAttack middlegame short,https://lichess.org/YFiU3Qp3/black#42,
W2fwa,6k1/6BN/2p3KP/3p4/3P2Pr/4P3/p7/8 b - - 4 50,a2a1q h7f6,683,100,96,799,endgame mate mateIn1 oneMove,https://lichess.org/vxy7u5cH/black#100,
RYJU1,r4k2/5Bbp/3N2p1/6q1/Np3n2/1P3Q1b/5P1K/4R3 b - - 3 27,h3g2 f3a8 g2a8 e1e8,1468,75,87,592,mate mateIn2 middlegame operaMate sacrifice short,https://lichess.org/ZQYDyIFb/black#54,
RdJqt,8/5B2/8/2b4p/5pp1/2kPpP2/4K2P/8 w - - 0 46,f7h5 g4g3 h2g3 f4g3 f3f4 g3g2,1522,78,95,22172,advancedPawn bishopEndgame crushing endgame long master,https://lichess.org/DKJtcWfI#91,
VE00P,r4k1r/pR4p1/2p1Q2p/3p4/q7/2P5/P1P2PPP/6K1 b - - 2 20,a4f4 e6e7 f8g8 e7g7,1177,76,88,277,endgame mate mateIn2 short,https://lichess.org/eOVIRbAO/black#40,
QhBHa,2r1k2r/1p3ppp/pqnbp3/3p4/3P4/P1NQPNP1/1P3PP1/R3K2R w KQk - 1 15,h1h7 h8h7 d3h7 b6b2,1503,76,94,780,advantage middlegame short,https://lichess.org/Hezz3ZAV#29,Slav_Defense Slav_Defense_Exchange_Variation
Z24Dy,8/7p/8/8/4K1k1/4P3/8/8 w - - 1 54,e4d5 h7h5 e3e4 h5h4 e4e5 h4h3 e5e6 h3h2 e6e7 h2h1q,1325,82,94,4122,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/rL65xvbb#107,
lPtdi,r3r1k1/p1Q2ppp/2Np1q2/4n3/8/3P3P/PPPb1PP1/3R1RK1 b - - 2 19,e8c8 c6e7 f6e7 c7e7,1109,79,88,539,crushing fork middlegame short,https://lichess.org/7Ki1omGY/black#38,Russian_Game Russian_Game_French_Attack
y1N9u,8/6pp/1k2pp2/2p5/pPP2P2/P1K3P1/7P/8 b - - 0 44,c5b4 c3b4 e6e5 f4e5 f6e5 b4a4 b6c5 a4b3,2261,77,91,1273,crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/GSPymRN5/black#88,
gseXz,8/8/1R6/1p4p1/1P6/r2k1KPP/8/8 w - - 1 46,b6b5 d3c4 f3e4 c4b5,1006,80,62,69,crushing discoveredAttack discoveredCheck endgame rookEndgame short,https://lichess.org/SUkJHrNn#91,
13KPY,1r3rk1/pp2q1p1/1np4p/3pN3/3P1R2/2PB2P1/PPQ2PK1/8 b - - 2 26,f8f4 d3h7 g8h8 e5g6 h8h7 g6e7,1396,75,95,5004,advantage discoveredAttack discoveredCheck fork long middlegame,https://lichess.org/RxC8TLms/black#52,
YzhZD,8/8/6p1/R3pk1p/7P/3rB3/P4PPK/r7 b - - 4 38,d3c3 e3d4 c3c1 a5e5,2009,78,92,3046,crushing endgame pin short,https://lichess.org/fZW94I2m/black#76,
RJjdL,8/8/p7/1p1Kpk2/1P6/P2P4/8/8 w - - 0 55,d5d6 f5f4 d6c5 f4e3 d3d4 e5d4,1485,75,100,674,crushing endgame long pawnEndgame,https://lichess.org/5FTwzvyi#109,
5AnYu,5k2/3b1p2/5Bp1/p7/4R3/2P5/r4PPK/8 b - - 11 33,d7e6 e4d4 e6d5 d4d5,1911,76,93,5090,crushing endgame quietMove short,https://lichess.org/xCPw1ii1/black#66,
ackFu,r1bq2kr/pp2b2p/2n3pB/3Np3/B5n1/3P1Q2/PPP2PPP/R3K2R b KQ - 0 13,c8f5 d5e7 d8e7 a4b3 f5e6 f3g4,2416,77,95,633,advantage kingsideAttack long middlegame pin,https://lichess.org/8ACP2LqA/black#26,Philidor_Defense Philidor_Defense_Other_variations
WznPI,2R5/5Npk/4n2p/4N3/3nP1K1/5P2/6rP/8 w - - 0 39,g4h3 e6f4 h3h4 g7g5 f7g5 h6g5,1772,91,83,27,endgame exposedKing long mate mateIn3,https://lichess.org/M94nh1C2#77,
p8xyB,r7/2k4p/1qp2b2/8/1p6/pP1QP3/P2P1PrP/R3K2R w KQ - 0 23,d3h7 g2g7 h7g7 f6g7,1390,76,94,2172,crushing defensiveMove middlegame short,https://lichess.org/mAITf4B1#45,
Bi20W,r3kb1r/ppp5/3qbnp1/3p4/3Qp3/1B2B3/PPP2PPP/RN2K2R b KQkq - 3 12,h8h2 h1h2 d6h2 d4f6,1500,74,97,4006,advantage middlegame short,https://lichess.org/VKTrfbwJ/black#24,Italian_Game Italian_Game_Rousseau_Gambit
dTy1Q,r3Q1kr/1p3ppp/p7/2p5/3p1qb1/P2P4/1PP2PBP/R3R1K1 b - - 5 19,a8e8 e1e8,400,104,100,422,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/KyyEkeYk/black#38,
9EChr,r2r1k2/pR3bpp/2p2p2/2b2P2/4BB2/2P5/P1P3PP/3R3K w - - 1 23,d1d7 d8d7 b7d7 a8e8,2035,76,91,1462,advantage clearance middlegame short,https://lichess.org/nQFykEmm#45,
DAVaJ,1r5k/1R4bp/pnn1Q1p1/4p1q1/P3P3/2N4P/1PP2P2/R4K2 b - - 1 24,b8b7 e6e8 g7f8 e8f8,889,98,89,274,fork mate mateIn2 middlegame short,https://lichess.org/pEJouwfd/black#48,
JaXqi,r1br2k1/1pq1bppp/p1n5/2pp2B1/P7/1B1P1N2/1PP1QPPP/R3R1K1 b - - 1 13,e7g5 e2e8 d8e8 e1e8,1290,77,89,439,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/exor1RMD/black#26,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
NujHl,4Q3/p5kp/6p1/1Rp5/2PbQ2r/8/5qPK/8 w - - 0 29,e4h4 f2h4,1431,91,91,205,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/45g5Vxvh#57,
wSZnU,4r1k1/pp4p1/4p3/2p1R1Q1/1b3P1P/1Pn3PK/Pq6/4R3 b - - 1 35,c3d5 e5e6 e8e6 e1e6,2364,86,85,1007,crushing middlegame short,https://lichess.org/ZrLfVMw4/black#70,
77zuu,r5k1/ppp2ppp/2b5/3q4/3P4/1P1BrP2/P5PP/R2Q1RK1 b - - 0 16,d5d4 d3h7 g8h7 d1d4,839,108,95,1385,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/1cvuvFTc/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Three_Knights_Variation
Wt24E,r4rk1/p4ppp/2p3q1/3p4/4b3/PP2P3/2P1B1PP/R2Q1RK1 w - - 0 18,e2h5 g6g2,715,89,47,78,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/BMdV53OZ#35,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
zrlIf,rn1qr3/ppp2Q1k/3b3p/3pN2p/3P2nP/8/PPP1NPP1/R3K2R b KQ - 0 16,h7h8 e5g6,806,81,83,228,mate mateIn1 middlegame oneMove,https://lichess.org/Ydkpv9cx/black#32,French_Defense French_Defense_Kings_Indian_Attack
kNtxZ,r4rk1/ppp3pp/8/2b2q2/4R3/2B5/PPP1QPPP/5RK1 w - - 3 18,f1e1 c5f2 g1h1 f2e1,1112,77,88,549,advantage fork middlegame short,https://lichess.org/WwpmpavY#35,Mikenas_Defense Mikenas_Defense_Other_variations
yK7bD,4q2k/1p4bp/p5p1/3B1p2/PP1P1Q1N/6Pb/5P1P/6K1 w - - 1 27,d5g2 e8e1 g2f1 e1f1,1027,85,60,49,endgame mate mateIn2 short,https://lichess.org/HutNZXuH#53,
cC3XN,2r1r1k1/Q5p1/5p1p/2p5/3Bn2q/1P6/P4PPP/2R1R1K1 w - - 0 27,d4c5 c8c5 a7c5 e4c5 e1e8 g8f7,1906,76,93,913,advantage long middlegame,https://lichess.org/azcluayc#53,
vH394,8/4kr1p/6p1/P1ppP3/8/1K2RP1P/8/8 b - - 1 41,e7d7 e5e6 d7e7 e6f7,851,92,86,873,advancedPawn crushing discoveredAttack discoveredCheck endgame fork master masterVsMaster rookEndgame short,https://lichess.org/Lp9zRJCz/black#82,
c8BKD,1k1r4/ppp2ppp/5n2/5Q2/2P5/1P3P2/6PP/R2r3K w - - 1 22,a1d1 d8d1,505,93,87,86,backRankMate endgame master mate mateIn1 oneMove,https://lichess.org/U4dF8qT8#43,
cNnde,r2qk2r/pp4pp/4pp2/2Qb4/3P4/1P2R1B1/5PPP/R5K1 b kq - 3 20,d8e7 g3d6 e7d7 c5d5,1853,75,88,516,advantage middlegame pin short,https://lichess.org/RfpYi7fe/black#40,
zNUVs,4q2k/pp3Qp1/2r2n1p/3p4/3P2P1/2P5/PP4P1/5RK1 w - - 0 32,f1f6 e8e3 f6f2 c6f6 f7f6 g7f6,2020,78,91,631,crushing endgame long pin,https://lichess.org/EeglX20w#63,
ZKvOE,8/p1p1nk1p/1p6/5PK1/3P4/3P4/PP5P/8 b - - 0 35,f7g7 f5f6 g7f8 f6e7,701,105,81,221,advancedPawn crushing endgame fork knightEndgame short,https://lichess.org/1sS3cvKC/black#70,
roS92,r2qk2r/pQ3p2/2p5/4P3/4P1p1/3P2bb/PP3P1N/R1B3KB w kq - 0 23,f2g3 d8d4 c1e3 d4e3,824,96,88,1113,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/p0ndfn1h#45,
R8Goa,8/8/7p/3kp3/R3n1pP/8/2K3P1/8 w - - 2 42,c2d3 e4c5 d3e2 c5a4,859,89,97,267,crushing endgame fork master short,https://lichess.org/5ElnrE9d#83,
tFWlM,r1br2k1/p4ppp/1p2p3/q7/2Bb4/6B1/PP3QPP/3R1R1K b - - 1 18,d4f2 d1d8,1000,79,85,353,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/jLE9Q9n0/black#36,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
KU7Uk,5r1k/3Rp2p/4Nbp1/p7/8/7P/Pr3PP1/3R2K1 b - - 3 26,f8b8 d7d8 b8d8 d1d8,810,79,90,381,endgame mate mateIn2 short,https://lichess.org/NhBN7IjW/black#52,
lubfk,4k3/5p2/2P1p2p/R7/5P2/1p2P1P1/2p3K1/8 w - - 0 54,a5c5 e8d8 c6c7 d8c8,2046,76,100,156,advantage defensiveMove endgame rookEndgame short,https://lichess.org/5n83i762#107,
Ubwmy,rn1q1r1k/pp3P1p/2p4p/3P3Q/8/3B4/PbP2PPP/RN3RK1 b - - 1 14,b2a1 h5f5 f8f7 f5f7,2046,75,92,2839,crushing middlegame short,https://lichess.org/l4eR0OKd/black#28,Philidor_Defense Philidor_Defense_Other_variations
Zi9PL,r6q/pp1b2k1/2nBp1p1/3pP1N1/P5B1/2P5/5PR1/1R3K2 b - - 0 28,h8h1 g2g1 h1h2 b1b7,1977,75,93,1217,advantage master middlegame pin short,https://lichess.org/H805R09e/black#56,
RMG89,6rk/1pp1p2p/p5q1/3Pp3/2P1P2r/6b1/PP2Q1RP/3N1R1K w - - 8 30,f1g1 g3h2 g2g6 h2g1 h1g1 g8g6 g1f1 h4h1 f1f2 h1h2,2286,83,93,4781,attraction crushing discoveredAttack discoveredCheck intermezzo kingsideAttack middlegame sacrifice veryLong,https://lichess.org/JBGQXZeC#59,
TsTOL,2r3k1/3Q1pp1/p1P1p2p/1p2P3/4n3/P3P2P/5qP1/B1R3K1 w - - 0 34,g1h2 f2g3 h2h1 e4f2 h1g1 f2h3 g1h1 h3f2,1247,80,94,6118,crushing endgame pin veryLong,https://lichess.org/PqStIEtr#67,
bzu8q,2k3rr/ppp2pp1/2nqp3/3p2B1/3Pn2p/P1P1PN1P/2P1BP2/R2Q2RK w - - 3 16,g5f4 e4f2 h1h2 f2d1 f4d6 d1c3 e2d3 c7d6,2287,76,87,169,advantage fork middlegame veryLong,https://lichess.org/SbvHsdaT#31,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
aUXyW,2r3k1/5p1p/p1r1pQp1/q2p4/1p1P3P/2P3R1/PP3PP1/1K1R4 w - - 0 22,h4h5 b4c3 g3c3 c6c3 h5h6 g8f8,2490,79,66,126,crushing defensiveMove endgame long,https://lichess.org/mXQ9zf7I#43,
